k,model,larch,diff
1.015000000000000e1,1.814625027293358e-2,1.805524144004871e-2,9.100883288487918e-5
1.020000000000000e1,2.290397044108777e-2,2.278621937645637e-2,1.177510646314037e-4
1.025000000000000e1,2.630433953430620e-2,2.617062965873060e-2,1.337098755756008e-4
1.030000000000000e1,2.822064616991751e-2,2.808372682602689e-2,1.369193438906235e-4
1.035000000000000e1,2.860820781302250e-2,2.848111496202296e-2,1.270928509995439e-4
1.040000000000000e1,2.750370840464247e-2,2.739821257867673e-2,1.054958259657443e-4
1.045000000000000e1,2.502027894869243e-2,2.494559303993540e-2,7.468590875702244e-5
1.050000000000000e1,2.133873580175927e-2,2.130058386675655e-2,3.815193500272124e-5
1.055000000000000e1,1.669558028088094e-2,1.669569129211092e-2,-1.110112299758381e-7
1.060000000000000e1,1.136851313538917e-2,1.140456359473908e-2,-3.605045934990461e-5
1.065000000000000e1,5.660321793150190e-3,5.726311416106131e-3,-6.598962295594098e-5
1.070000000000000e1,-1.179468582812607e-4,-3.093868396967467e-5,-8.700817431158607e-5
1.075000000000000e1,-5.663611209345789e-3,-5.566371271701225e-3,-9.723993764456425e-5
1.080000000000000e1,-1.069790510717593e-2,-1.060184066582380e-2,-9.606444135213353e-5
1.085000000000000e1,-1.497967113330553e-2,-1.489549275332029e-2,-8.417837998524018e-5
1.090000000000000e1,-1.831654279564003e-2,-1.825299994212069e-2,-6.354285351934177e-5
1.095000000000000e1,-2.057311975095585e-2,-2.053590767384609e-2,-3.721207710976823e-5
1.100000000000000e1,-2.167581902189752e-2,-2.166676060250415e-2,-9.058419393373485e-6
1.105000000000000e1,-2.164681044891285e-2,-2.163085686820075e-2,-1.595358071209904e-5
1.110000000000000e1,-2.050812984088478e-2,-2.047465442990558e-2,-3.347541097920015e-5
1.115000000000000e1,-1.834285472928868e-2,-1.830105771378189e-2,-4.179701550678649e-5
1.120000000000000e1,-1.530234851461929e-2,-1.526194409035614e-2,-4.040442426315148e-5
1.125000000000000e1,-1.157837636829751e-2,-1.154841037692295e-2,-2.996599137456216e-5
1.130000000000000e1,-7.391487859104086e-3,-7.379338145569930e-3,-1.214971353415573e-5
1.135000000000000e1,-2.978302131431121e-3,-2.988938879825488e-3,1.063674839436694e-5
1.140000000000000e1,1.421587333262895e-3,1.386031097737146e-3,3.555623552574947e-5
1.145000000000000e1,5.578377216685236e-3,5.518704446114999e-3,5.967277057023716e-5
1.150000000000000e1,9.283820769752016e-3,9.203547913928561e-3,8.027285582345479e-5
1.155000000000000e1,1.236140676637873e-2,1.226625721756981e-2,9.514954880891421e-5
1.160000000000000e1,1.467446840590377e-2,1.457164282457137e-2,1.028255813323997e-4
1.165000000000000e1,1.613186828967063e-2,1.602917070210778e-2,1.026975875628514e-4
1.170000000000000e1,1.669104855071762e-2,1.659595801810001e-2,9.509053261761921e-5
1.175000000000000e1,1.635838417226359e-2,1.627716503008925e-2,8.121914217433870e-5
1.180000000000000e1,1.518692424018330e-2,1.512386329484178e-2,6.306094534152054e-5
1.185000000000000e1,1.327174250965681e-2,1.322858963079862e-2,4.315287885819051e-5
1.190000000000000e1,1.074323823202881e-2,1.071890850872551e-2,2.432972330330095e-5
1.195000000000000e1,7.758824872022224e-3,7.749397380750424e-3,9.427491271800370e-6
1.200000000000000e1,4.493513789763925e-3,4.492535878338436e-3,9.779114254889962e-7
1.205000000000000e1,1.124306609205682e-3,1.129009678268843e-3,-4.703069063161655e-6
1.210000000000000e1,-2.179183611452384e-3,-2.162096817035537e-3,-1.708679441684647e-5
1.215000000000000e1,-5.245748678240382e-3,-5.212481968576560e-3,-3.326670966382218e-5
1.220000000000000e1,-7.922831089050331e-3,-7.872854994341653e-3,-4.997609470867859e-5
1.225000000000000e1,-1.008411754443125e-2,-1.001991949450199e-2,-6.419804992925833e-5
1.230000000000000e1,-1.163526329581228e-2,-1.156175306398890e-2,-7.351023182337879e-5
1.235000000000000e1,-1.251770293001261e-2,-1.244136833240152e-2,-7.633459761108297e-5
1.240000000000000e1,-1.271041458627794e-2,-1.263834178303834e-2,-7.207280323960272e-5
1.245000000000000e1,-1.222961921155182e-2,-1.216849891701549e-2,-6.112029453633587e-5
1.250000000000000e1,-1.112650787330656e-2,-1.108174336415266e-2,-4.476450915389882e-5
1.255000000000000e1,-9.483192469679524e-3,-9.458208599265975e-3,-2.498387041354952e-5
1.260000000000000e1,-7.407163211328423e-3,-7.402989761817498e-3,-4.173449510924687e-6
1.265000000000000e1,-5.024605767287967e-3,-5.039776205606521e-3,1.517043831855344e-5
1.270000000000000e1,-2.472978893981097e-3,-2.503750219292607e-3,3.077132531151055e-5
1.275000000000000e1,1.067220896431099e-4,6.585776105391020e-5,4.086432858919971e-5
1.280000000000000e1,2.577589915947284e-3,2.533162767047225e-3,4.442714890005948e-5
1.285000000000000e1,4.813914295617686e-3,4.772588782592042e-3,4.132551302564458e-5
1.290000000000000e1,6.707414595635171e-3,6.675057528337165e-3,3.235706729800680e-5
1.295000000000000e1,8.172296718785922e-3,8.153108738198085e-3,1.918798058783699e-5
1.300000000000000e1,9.148909472342365e-3,9.144722221219244e-3,4.187251123121544e-6
1.305000000000000e1,9.623111183812804e-3,9.615685819962095e-3,7.425363850708383e-6
1.310000000000000e1,9.574106596565607e-3,9.560466761592517e-3,1.363983497308999e-5
1.315000000000000e1,9.016639254818685e-3,9.001610557677649e-3,1.502869714103613e-5
1.320000000000000e1,7.999653423176462e-3,7.987590027620914e-3,1.206339555554804e-5
1.325000000000000e1,6.594922160799337e-3,6.589308887028172e-3,5.613273771165259e-6
1.330000000000000e1,4.892323291839319e-3,4.895520112888521e-3,-3.196821049202166e-6
1.335000000000000e1,2.994313561047216e-3,3.007443206001367e-3,-1.312964495415103e-5
1.340000000000000e1,1.009930683115912e-3,1.032898863024424e-3,-2.296817990851143e-5
1.345000000000000e1,-9.513335723228709e-4,-9.197045512599945e-4,-3.162902106287641e-5
1.350000000000000e1,-2.785451918187585e-3,-2.747201441313184e-3,-3.825047687440117e-5
1.355000000000000e1,-4.399258376173262e-3,-4.357006341400600e-3,-4.225203477266262e-5
1.360000000000000e1,-5.715050286098988e-3,-5.671685938644051e-3,-4.336434745493695e-5
1.365000000000000e1,-6.674176034604923e-3,-6.632544991951675e-3,-4.163104265324756e-5
1.370000000000000e1,-7.239452654833038e-3,-7.202067296267993e-3,-3.738535856504487e-5
1.375000000000000e1,-7.396327176541573e-3,-7.365121355367849e-3,-3.120582117372393e-5
1.380000000000000e1,-7.152767392481206e-3,-7.128911471144582e-3,-2.385592133662302e-5
1.385000000000000e1,-6.537937535957940e-3,-6.521724465611306e-3,-1.621307034663406e-5
1.390000000000000e1,-5.599778478636704e-3,-5.590586389117912e-3,-9.192089518791566e-6
1.395000000000000e1,-4.401667155067073e-3,-4.397998944792540e-3,-3.668210274533103e-6
1.400000000000000e1,-3.018373320626700e-3,-3.017969208148637e-3,-4.041124780627438e-7
